,label,label_coarse,confidence,error,has_face,large_face,
1038,water_ouzel,bird,9.062374e-05,9.308794,0,0,
1039,water_ouzel,bird,0.027805822,3.5825095,0,0,
1040,water_ouzel,bird,0.9627059,0.038007736,0,0,
1041,water_ouzel,bird,0.815972,0.20337486,0,0,
1042,water_ouzel,bird,0.98197937,0.018184662,0,0,
1043,water_ouzel,bird,0.8733542,0.13541412,0,0,
1044,water_ouzel,bird,0.9908263,0.009216309,0,0,
1045,water_ouzel,bird,0.9933838,0.006638527,0,0,
1046,water_ouzel,bird,0.8714649,0.13757992,0,0,
1047,water_ouzel,bird,0.84106785,0.1730833,0,0,
1048,water_ouzel,bird,0.8044798,0.21755981,0,0,
1049,water_ouzel,bird,0.09930563,2.3095531,0,0,
1050,kite,bird,0.49564716,0.70189095,0,0,
1051,kite,bird,0.9442165,0.05739975,0,0,
1052,kite,bird,0.9212247,0.08205128,0,0,
1053,kite,bird,0.88876873,0.117918015,0,0,
1054,kite,bird,0.5365803,0.62253857,0,0,
1055,kite,bird,0.0208341,3.8711638,0,0,
1056,kite,bird,0.52839947,0.63790226,0,0,
1057,kite,bird,0.010949282,4.514481,0,0,
1058,kite,bird,0.5913967,0.52526855,0,0,
1059,kite,bird,0.045383625,3.0926042,0,0,
1060,kite,bird,0.08478943,2.4675846,0,0,
1061,kite,bird,0.8445811,0.1689148,0,0,
1062,kite,bird,0.6647074,0.40840816,0,0,
1063,kite,bird,0.9816761,0.018493652,0,0,
1064,kite,bird,0.027225723,3.6035933,0,0,
1065,kite,bird,0.8809983,0.12669945,0,0,
1066,kite,bird,0.09251014,2.3804374,0,0,
1067,kite,bird,0.53076166,0.6334419,0,0,
1068,kite,bird,0.38491178,0.9547415,0,0,
1069,kite,bird,0.47350603,0.747591,0,0,
1070,kite,bird,0.7385539,0.3030615,0,0,
1071,kite,bird,0.65768635,0.41902733,0,0,
1072,kite,bird,0.015088615,4.1938148,0,0,
1073,kite,bird,0.90432924,0.100562096,0,0,
1074,kite,bird,0.96861666,0.0318861,0,0,
1075,kite,bird,0.2315603,1.4629154,0,0,
1076,kite,bird,0.49737793,0.69840527,0,0,
1077,kite,bird,0.99225664,0.0077733994,0,0,
1078,kite,bird,0.41771963,0.87294436,0,0,
1079,kite,bird,0.35384825,1.0388875,0,0,
1080,kite,bird,0.17159258,1.7626324,0,0,
1081,kite,bird,0.83367896,0.1819067,0,0,
1082,kite,bird,0.9565434,0.044428825,0,0,
1083,kite,bird,0.9434192,0.058244705,0,0,
1084,kite,bird,0.7986634,0.22481537,0,0,
1085,kite,bird,0.94024664,0.061613083,0,0,
1086,kite,bird,0.8114561,0.20892525,0,0,
1087,kite,bird,0.989999,0.010051727,0,0,
1088,kite,bird,0.71658033,0.3332653,0,0,
1089,kite,bird,0.87073827,0.13841343,0,0,
1090,kite,bird,0.38883728,0.9445944,0,0,
1091,kite,bird,0.8969517,0.108753204,0,0,
1092,kite,bird,0.009565916,4.6495485,0,0,
1093,kite,bird,0.88338166,0.12399769,0,0,
1094,kite,bird,0.12604302,2.0711322,0,0,
1095,kite,bird,0.69607717,0.36229515,0,0,
1096,kite,bird,0.5364837,0.6227193,0,0,
1097,kite,bird,0.74856985,0.28959084,0,0,
1098,kite,bird,0.015003039,4.199503,0,0,
1099,kite,bird,0.07734242,2.5595126,0,0,
1100,bald_eagle,bird,0.018346272,3.9983287,0,0,
1101,bald_eagle,bird,0.97966754,0.020542145,0,0,
1102,bald_eagle,bird,0.9898343,0.010217667,1,1,
1103,bald_eagle,bird,0.9954585,0.0045518875,0,0,
1104,bald_eagle,bird,0.9825149,0.017640114,0,0,
1105,bald_eagle,bird,0.69652647,0.3616495,0,0,
1106,bald_eagle,bird,0.7960369,0.22810936,0,0,
1107,bald_eagle,bird,0.9589671,0.041898727,0,0,
1108,bald_eagle,bird,0.9877757,0.012299538,0,0,
1109,bald_eagle,bird,0.7570585,0.2783146,0,0,
1110,bald_eagle,bird,0.49626815,0.7006388,0,0,
1111,bald_eagle,bird,0.6603139,0.41504002,0,0,
1112,bald_eagle,bird,0.9944336,0.005581856,0,0,
1113,bald_eagle,bird,0.9461889,0.05531311,0,0,
1114,bald_eagle,bird,0.9213671,0.08189678,0,0,
1115,bald_eagle,bird,0.88516784,0.121977806,0,0,
1116,bald_eagle,bird,0.15292041,1.8778377,0,0,
1117,bald_eagle,bird,0.5688264,0.5641804,0,0,
1118,bald_eagle,bird,0.9599956,0.040826797,0,0,
1119,bald_eagle,bird,0.7843773,0.24286556,0,0,
1120,bald_eagle,bird,0.99480706,0.005206108,0,0,
1121,bald_eagle,bird,0.47926173,0.73550797,0,0,
1122,bald_eagle,bird,0.9541437,0.046940804,0,0,
1123,bald_eagle,bird,0.99527705,0.0047340393,0,0,
1124,bald_eagle,bird,0.9729552,0.027417183,0,0,
1125,bald_eagle,bird,0.9536739,0.047433853,0,0,
1126,bald_eagle,bird,0.96693087,0.033628464,0,0,
1127,bald_eagle,bird,0.99425644,0.005760193,0,0,
1128,bald_eagle,bird,0.9627278,0.037984848,0,0,
1129,bald_eagle,bird,0.94544953,0.056095123,0,0,
1130,bald_eagle,bird,0.9250509,0.07790661,0,0,
1131,bald_eagle,bird,0.3232415,1.1293554,0,0,
1132,bald_eagle,bird,0.99487513,0.005138397,0,0,
1133,bald_eagle,bird,0.9722429,0.028149605,0,0,
1134,bald_eagle,bird,0.9757607,0.02453804,0,0,
1135,bald_eagle,bird,0.9021289,0.10299778,0,0,
1136,bald_eagle,bird,0.96260315,0.038113594,0,0,
1137,bald_eagle,bird,0.7231248,0.32417297,0,0,
1138,bald_eagle,bird,0.98683816,0.013249397,0,0,
1139,bald_eagle,bird,0.68111664,0.38402176,0,0,
1140,bald_eagle,bird,0.89773566,0.10787964,0,0,
1141,bald_eagle,bird,0.99364364,0.0063762665,0,0,
1142,bald_eagle,bird,0.8911113,0.11528587,0,0,
1143,bald_eagle,bird,0.59990996,0.51097584,0,0,
1144,bald_eagle,bird,0.5342815,0.62683296,0,0,
1145,bald_eagle,bird,0.9174956,0.086107254,1,1,
1146,bald_eagle,bird,0.916393,0.08730984,0,0,
1147,bald_eagle,bird,0.98464555,0.015473366,0,0,
1148,bald_eagle,bird,0.9852304,0.01488018,0,0,
1149,bald_eagle,bird,0.45928976,0.77807426,0,0,
1150,vulture,bird,0.28753093,1.2464247,0,0,
1151,vulture,bird,0.94922745,0.052106857,0,0,
1152,vulture,bird,0.86057216,0.15015793,0,0,
1153,vulture,bird,0.97878724,0.021440506,0,0,
1154,vulture,bird,0.9598253,0.04100418,0,0,
1155,vulture,bird,0.8653399,0.1446333,0,0,
1156,vulture,bird,0.31933823,1.1415043,0,0,
1157,vulture,bird,0.35914773,1.0240211,0,0,
1158,vulture,bird,0.84517527,0.16821098,0,0,
1159,vulture,bird,0.8224404,0.1954794,0,0,
1160,vulture,bird,0.52234244,0.6494322,0,0,
1161,vulture,bird,0.84394234,0.16967106,0,0,
1162,vulture,bird,0.81881136,0.19990158,0,0,
1163,vulture,bird,0.76486444,0.26805687,0,0,
1164,vulture,bird,0.936929,0.0651474,0,0,
1165,vulture,bird,0.279833,1.2735624,0,0,
1166,vulture,bird,0.04808434,3.034799,0,0,
1167,vulture,bird,0.91867065,0.08482742,0,0,
1168,vulture,bird,0.7947015,0.22978878,0,0,
1169,vulture,bird,0.10401852,2.263186,0,0,
1170,vulture,bird,0.29686537,1.2144766,0,0,
1171,vulture,bird,0.9203818,0.082966805,0,0,
1172,vulture,bird,0.8312503,0.18482399,0,0,
1173,vulture,bird,0.64041543,0.44563866,0,0,
1174,vulture,bird,0.64350456,0.44082642,0,0,
1175,vulture,bird,0.8893055,0.11731434,0,0,
1176,vulture,bird,0.9247508,0.07823086,0,0,
1177,vulture,bird,0.5411717,0.61401844,0,0,
1178,vulture,bird,0.88312227,0.12429142,0,0,
1179,vulture,bird,0.52193743,0.6502075,0,0,
1180,vulture,bird,0.57550734,0.5525036,0,0,
1181,vulture,bird,0.89753103,0.10810757,0,0,
1182,vulture,bird,0.23899037,1.4313316,0,0,
1183,vulture,bird,0.055470735,2.8919,0,0,
1184,vulture,bird,0.35540366,1.0345011,0,0,
1185,vulture,bird,0.9958754,0.0041332245,0,0,
1186,vulture,bird,0.9107757,0.093458176,0,0,
1187,vulture,bird,0.9369294,0.0651474,0,0,
1188,vulture,bird,0.99464345,0.0053710938,0,0,
1189,vulture,bird,0.1517632,1.8854337,0,0,
1190,vulture,bird,0.77233493,0.25833702,0,0,
1191,vulture,bird,0.9927105,0.0073165894,0,0,
1192,vulture,bird,0.95391506,0.047180176,0,0,
1193,vulture,bird,0.81362814,0.2062521,0,0,
1194,vulture,bird,0.028366521,3.5625458,1,0,
1195,vulture,bird,0.8226192,0.19526196,0,0,
1196,vulture,bird,0.8788696,0.12911892,0,0,
1197,vulture,bird,0.9206422,0.08268356,0,0,
1198,vulture,bird,0.77602255,0.25357342,0,0,
1199,vulture,bird,0.48330662,0.7271042,0,0,
1200,great_grey_owl,bird,0.9887903,0.011273384,0,0,
1201,great_grey_owl,bird,0.98753744,0.012540817,0,0,
1202,great_grey_owl,bird,0.84179634,0.17221737,0,0,
1203,great_grey_owl,bird,0.9728194,0.02755642,1,1,
1204,great_grey_owl,bird,0.9222206,0.080970764,0,0,
1205,great_grey_owl,bird,0.05790291,2.848988,0,0,
1206,great_grey_owl,bird,5.6204553e-05,9.786512,1,0,
1207,great_grey_owl,bird,0.9483917,0.052988052,0,0,
1208,great_grey_owl,bird,0.87624073,0.13211441,0,0,
1209,great_grey_owl,bird,0.9585875,0.042294502,0,0,
1210,great_grey_owl,bird,0.91785264,0.085718155,0,0,
1211,great_grey_owl,bird,0.94612634,0.055378914,0,0,
1212,great_grey_owl,bird,0.98214334,0.018017769,0,0,
1213,great_grey_owl,bird,0.94145787,0.060325623,0,0,
1214,great_grey_owl,bird,0.6979636,0.35958862,0,0,
1215,great_grey_owl,bird,0.97420305,0.026135445,0,0,
1216,great_grey_owl,bird,0.9294461,0.07316685,0,0,
1217,great_grey_owl,bird,0.86490524,0.14513493,0,0,
1218,great_grey_owl,bird,0.9931855,0.006837845,0,0,
1219,great_grey_owl,bird,0.86738133,0.14227676,0,0,
1220,great_grey_owl,bird,0.52392447,0.6464081,0,0,
1221,great_grey_owl,bird,0.9511642,0.050068855,0,0,
1222,great_grey_owl,bird,0.9309845,0.07151222,1,1,
1223,great_grey_owl,bird,0.6939451,0.36536217,0,0,
1224,great_grey_owl,bird,0.9709519,0.029478073,0,0,
1225,great_grey_owl,bird,0.9968591,0.0031461716,0,0,
1226,great_grey_owl,bird,0.7311443,0.31314468,0,0,
1227,great_grey_owl,bird,0.9903289,0.009717941,0,0,
1228,great_grey_owl,bird,0.8901209,0.11639786,0,0,
1229,great_grey_owl,bird,0.9355604,0.06660938,0,0,
1230,great_grey_owl,bird,0.87955576,0.12833881,0,0,
1231,great_grey_owl,bird,0.96621263,0.034371376,0,0,
1232,great_grey_owl,bird,0.92103416,0.082258224,0,0,
1233,great_grey_owl,bird,0.99500054,0.0050115585,0,0,
1234,great_grey_owl,bird,0.98396087,0.016169548,0,0,
1235,great_grey_owl,bird,0.9496373,0.051674843,0,0,
1236,great_grey_owl,bird,0.9917163,0.008317947,0,0,
1237,great_grey_owl,bird,0.94935864,0.051968575,0,0,
1238,great_grey_owl,bird,0.9834592,0.01667881,0,0,
1239,great_grey_owl,bird,0.38629508,0.95115376,0,0,
1240,great_grey_owl,bird,0.8842277,0.12304115,0,0,
1241,great_grey_owl,bird,0.96428615,0.036367416,0,0,
1242,great_grey_owl,bird,0.9641773,0.03647995,0,0,
1243,great_grey_owl,bird,0.24535786,1.4050379,0,0,
1244,great_grey_owl,bird,0.98107016,0.019111633,0,0,
1245,great_grey_owl,bird,0.9920833,0.007947922,0,0,
1246,great_grey_owl,bird,0.9806948,0.019494057,0,0,
1247,great_grey_owl,bird,0.986592,0.013498306,0,0,
1248,great_grey_owl,bird,0.9740161,0.026327133,0,0,
1249,great_grey_owl,bird,0.98126316,0.018914223,0,0,
1250,European_fire_salamander,salamander,0.9139123,0.09002113,0,0,
1251,European_fire_salamander,salamander,0.80164546,0.22108841,0,0,
1252,European_fire_salamander,salamander,0.82121086,0.19697571,0,0,
1253,European_fire_salamander,salamander,0.0036417888,5.6152806,0,0,
1254,European_fire_salamander,salamander,0.35434586,1.0374823,0,0,
1255,European_fire_salamander,salamander,0.9201931,0.083171844,0,0,
1256,European_fire_salamander,salamander,0.9336266,0.068678856,0,0,
1257,European_fire_salamander,salamander,0.44431907,0.81121254,0,0,
1258,European_fire_salamander,salamander,0.7572752,0.2780285,0,0,
1259,European_fire_salamander,salamander,0.86460197,0.14548588,0,0,
1260,European_fire_salamander,salamander,0.09391202,2.3653965,0,0,
1261,European_fire_salamander,salamander,0.8645732,0.14551926,0,0,
1262,European_fire_salamander,salamander,0.8743906,0.13422775,0,0,
1263,European_fire_salamander,salamander,0.9772435,0.02301979,0,0,
1264,European_fire_salamander,salamander,0.9178187,0.08575535,0,0,
1265,European_fire_salamander,salamander,0.9718388,0.028565407,0,0,
1266,European_fire_salamander,salamander,0.7278683,0.31763554,0,0,
1267,European_fire_salamander,salamander,0.81785786,0.20106697,0,0,
1268,European_fire_salamander,salamander,0.14354467,1.9411087,0,0,
1269,European_fire_salamander,salamander,0.40336016,0.9079251,0,0,
1270,European_fire_salamander,salamander,0.87170255,0.13730717,0,0,
1271,European_fire_salamander,salamander,0.06934603,2.6686459,0,0,
1272,European_fire_salamander,salamander,0.74909455,0.28888988,0,0,
1273,European_fire_salamander,salamander,0.43601248,0.8300843,0,0,
1274,European_fire_salamander,salamander,0.9183481,0.085178375,0,0,
1275,European_fire_salamander,salamander,0.9088533,0.09557152,0,0,
1276,European_fire_salamander,salamander,0.9508139,0.050436974,0,0,
1277,European_fire_salamander,salamander,0.94139165,0.060396194,0,0,
1278,European_fire_salamander,salamander,0.90742505,0.09714413,0,0,
1279,European_fire_salamander,salamander,0.953025,0.048113823,0,0,
1280,European_fire_salamander,salamander,0.5238616,0.64652824,0,0,
1281,European_fire_salamander,salamander,0.9564773,0.044498444,0,0,
1282,European_fire_salamander,salamander,0.9248109,0.07816601,0,0,
1283,European_fire_salamander,salamander,0.9691677,0.03131771,0,0,
1284,European_fire_salamander,salamander,0.4141619,0.88149786,0,0,
1285,European_fire_salamander,salamander,0.81057894,0.21000671,0,0,
1286,European_fire_salamander,salamander,0.6901604,0.3708315,0,0,
1287,European_fire_salamander,salamander,0.79349005,0.23131466,0,0,
1288,European_fire_salamander,salamander,0.96692735,0.03363228,0,0,
1289,European_fire_salamander,salamander,0.89399993,0.1120491,0,0,
1290,European_fire_salamander,salamander,0.9381267,0.06387043,0,0,
1291,European_fire_salamander,salamander,0.9522732,0.048903465,0,0,
1292,European_fire_salamander,salamander,0.91316044,0.0908432,0,0,
1293,European_fire_salamander,salamander,0.9401851,0.061678886,0,0,
1294,European_fire_salamander,salamander,0.30804235,1.1775179,0,0,
1295,European_fire_salamander,salamander,0.78212506,0.24574089,0,0,
1296,European_fire_salamander,salamander,0.907609,0.09694195,0,0,
1297,European_fire_salamander,salamander,0.98495513,0.015159607,0,0,
1298,European_fire_salamander,salamander,0.9770408,0.023226738,0,0,
1299,European_fire_salamander,salamander,0.88579684,0.12126732,0,0,
1300,common_newt,salamander,0.6259903,0.46842098,0,0,
1301,common_newt,salamander,0.07402203,2.6033926,0,0,
1302,common_newt,salamander,0.08275633,2.4918551,0,0,
1303,common_newt,salamander,0.8675817,0.14204597,0,0,
1304,common_newt,salamander,0.91603243,0.087703705,0,0,
1305,common_newt,salamander,0.17264676,1.7565079,0,0,
1306,common_newt,salamander,0.70621204,0.34783936,0,0,
1307,common_newt,salamander,0.04941085,3.0075855,0,0,
1308,common_newt,salamander,0.16417484,1.8068228,0,0,
1309,common_newt,salamander,0.92885333,0.073804855,0,0,
1310,common_newt,salamander,0.55657387,0.5859556,0,0,
1311,common_newt,salamander,0.9610104,0.039770126,0,0,
1312,common_newt,salamander,0.95689374,0.044062614,0,0,
1313,common_newt,salamander,0.41366962,0.88268757,0,0,
1314,common_newt,salamander,0.32167894,1.134201,0,0,
1315,common_newt,salamander,0.9548191,0.046233177,0,0,
1316,common_newt,salamander,0.7693782,0.2621727,0,0,
1317,common_newt,salamander,0.9349023,0.067313194,0,0,
1318,common_newt,salamander,0.46289632,0.7702522,0,0,
1319,common_newt,salamander,0.24227233,1.4176931,0,0,
1320,common_newt,salamander,0.012692861,4.3667154,0,0,
1321,common_newt,salamander,0.0037522656,5.585396,0,0,
1322,common_newt,salamander,0.16942169,1.7753649,0,0,
1323,common_newt,salamander,0.47054493,0.75386333,0,0,
1324,common_newt,salamander,0.4164582,0.87596893,0,0,
1325,common_newt,salamander,0.0500175,2.9953823,0,0,
1326,common_newt,salamander,0.6054977,0.5017042,0,0,
1327,common_newt,salamander,0.9111386,0.09306049,0,0,
1328,common_newt,salamander,0.0060942406,5.1004114,0,0,
1329,common_newt,salamander,0.7285564,0.31669044,0,0,
1330,common_newt,salamander,0.9279055,0.07482529,0,0,
1331,common_newt,salamander,0.37200147,0.98885727,0,0,
1332,common_newt,salamander,0.033368383,3.4001465,0,0,
1333,common_newt,salamander,0.008440677,4.7746925,0,0,
1334,common_newt,salamander,0.07677973,2.5668144,0,0,
1335,common_newt,salamander,0.5164101,0.66085434,0,0,
1336,common_newt,salamander,0.053458814,2.9288435,0,0,
1337,common_newt,salamander,0.7287448,0.316432,0,0,
1338,common_newt,salamander,0.28967977,1.2389793,0,0,
1339,common_newt,salamander,0.008477129,4.770384,0,0,
1340,common_newt,salamander,0.9333891,0.06893349,0,0,
1341,common_newt,salamander,0.18760826,1.6733994,0,0,
1342,common_newt,salamander,0.25313145,1.373846,0,0,
1343,common_newt,salamander,0.94422424,0.057391167,0,0,
1344,common_newt,salamander,0.044734314,3.1070142,0,0,
1345,common_newt,salamander,0.22580859,1.4880676,0,0,
1346,common_newt,salamander,0.0122306375,4.4038115,0,0,
1347,common_newt,salamander,0.107960515,2.2259893,0,0,
1348,common_newt,salamander,0.1237634,2.089384,0,0,
1349,common_newt,salamander,0.19316994,1.6441846,0,0,
1350,eft,salamander,0.9369175,0.0651598,0,0,
1351,eft,salamander,0.6767459,0.39045906,0,0,
1352,eft,salamander,0.8318649,0.18408489,0,0,
1353,eft,salamander,0.63118064,0.46016312,0,0,
1354,eft,salamander,0.68632144,0.37640953,0,0,
1355,eft,salamander,0.969875,0.03058815,0,0,
1356,eft,salamander,0.0088148,4.7313232,0,0,
1357,eft,salamander,0.5230461,0.6480856,0,0,
1358,eft,salamander,0.036279682,3.3164973,0,0,
1359,eft,salamander,0.8853213,0.12180424,0,0,
1360,eft,salamander,0.71618974,0.33380985,0,0,
1361,eft,salamander,0.8387649,0.17582512,0,0,
1362,eft,salamander,0.75621736,0.27942657,0,0,
1363,eft,salamander,0.005485963,5.205563,0,0,
1364,eft,salamander,0.8339675,0.18156052,0,0,
1365,eft,salamander,0.9342385,0.06802368,0,0,
1366,eft,salamander,0.07952312,2.5317078,0,0,
1367,eft,salamander,0.9612298,0.0395422,0,0,
1368,eft,salamander,0.97047,0.029974937,0,0,
1369,eft,salamander,0.9475663,0.053858757,0,0,
1370,eft,salamander,0.8719503,0.13702297,0,0,
1371,eft,salamander,0.74411356,0.2955618,0,0,
1372,eft,salamander,0.019909384,3.9165645,0,0,
1373,eft,salamander,0.7359967,0.30653,0,0,
1374,eft,salamander,0.5157707,0.66209316,0,0,
1375,eft,salamander,0.74175113,0.29874134,0,0,
1376,eft,salamander,0.014537125,4.231049,0,0,
1377,eft,salamander,0.008273525,4.7946944,0,0,
1378,eft,salamander,0.94995975,0.051335335,0,0,
1379,eft,salamander,0.00052851357,7.545442,0,0,
1380,eft,salamander,0.9583652,0.042526245,0,0,
1381,eft,salamander,0.0020734312,6.1785507,0,0,
1382,eft,salamander,0.93789625,0.064115524,0,0,
1383,eft,salamander,0.09227899,2.3829389,0,0,
1384,eft,salamander,0.16116115,1.8253508,0,0,
1385,eft,salamander,0.027315063,3.600317,1,0,
1386,eft,salamander,0.8194632,0.19910622,0,0,
1387,eft,salamander,0.5675108,0.5664959,0,0,
1388,eft,salamander,0.9430023,0.058686256,0,0,
1389,eft,salamander,0.3292039,1.1110778,0,0,
1390,eft,salamander,0.99669313,0.0033130646,0,0,
1391,eft,salamander,0.9462093,0.055291176,0,0,
1392,eft,salamander,0.5153588,0.66289234,0,0,
1393,eft,salamander,0.97026056,0.030190468,0,0,
1394,eft,salamander,0.52465373,0.6450167,0,0,
1395,eft,salamander,0.37315997,0.9857483,0,0,
1396,eft,salamander,0.015721481,4.1527267,0,0,
1397,eft,salamander,0.7865076,0.24015331,0,0,
1398,eft,salamander,0.9775174,0.02273941,0,0,
1399,eft,salamander,0.81934416,0.19925117,0,0,
1400,spotted_salamander,salamander,0.20288149,1.5951333,0,0,
1401,spotted_salamander,salamander,0.9468341,0.054631233,0,0,
1402,spotted_salamander,salamander,0.6719671,0.3975458,0,0,
1403,spotted_salamander,salamander,0.913711,0.09024048,0,0,
1404,spotted_salamander,salamander,0.10374812,2.2657895,0,0,
1405,spotted_salamander,salamander,0.12393183,2.0880241,0,0,
1406,spotted_salamander,salamander,0.68097234,0.38423347,0,0,
1407,spotted_salamander,salamander,0.517135,0.6594515,0,0,
1408,spotted_salamander,salamander,0.95829195,0.04260254,0,0,
1409,spotted_salamander,salamander,0.45645884,0.78425694,0,0,
1410,spotted_salamander,salamander,0.52697444,0.64060307,0,0,
1411,spotted_salamander,salamander,0.9587719,0.04210186,0,0,
1412,spotted_salamander,salamander,0.86006606,0.15074635,0,0,
1413,spotted_salamander,salamander,0.5221152,0.64986706,0,0,
1414,spotted_salamander,salamander,0.8769291,0.13132954,0,0,
1415,spotted_salamander,salamander,0.9691771,0.031308174,0,0,
1416,spotted_salamander,salamander,0.98130023,0.01887703,0,0,
1417,spotted_salamander,salamander,0.57949036,0.5456066,0,0,
1418,spotted_salamander,salamander,0.950691,0.050566673,0,0,
1419,spotted_salamander,salamander,0.935667,0.066495895,0,0,
1420,spotted_salamander,salamander,0.9026266,0.102446556,0,0,
1421,spotted_salamander,salamander,0.9559455,0.045054436,0,0,
1422,spotted_salamander,salamander,0.80688345,0.21457577,0,0,
1423,spotted_salamander,salamander,0.0018698501,6.2818975,0,0,
1424,spotted_salamander,salamander,0.7551669,0.28081608,0,0,
1425,spotted_salamander,salamander,0.8629518,0.14739609,0,0,
1426,spotted_salamander,salamander,0.8628661,0.14749622,0,0,
1427,spotted_salamander,salamander,0.89643633,0.10932827,0,0,
1428,spotted_salamander,salamander,0.9342641,0.067996025,0,0,
1429,spotted_salamander,salamander,0.01695609,4.0771284,0,0,
1430,spotted_salamander,salamander,0.97522277,0.025089264,0,0,
1431,spotted_salamander,salamander,0.70286566,0.3525896,0,0,
1432,spotted_salamander,salamander,0.9311898,0.07129192,0,0,
1433,spotted_salamander,salamander,0.9234249,0.07966614,0,0,
1434,spotted_salamander,salamander,0.98029774,0.019899368,0,0,
1435,spotted_salamander,salamander,0.71263266,0.338789,0,0,
1436,spotted_salamander,salamander,0.8361772,0.17891502,0,0,
1437,spotted_salamander,salamander,0.9693038,0.03117752,0,0,
1438,spotted_salamander,salamander,0.91391987,0.09001255,0,0,
1439,spotted_salamander,salamander,0.4948529,0.703495,0,0,
1440,spotted_salamander,salamander,0.7555324,0.28033257,0,0,
1441,spotted_salamander,salamander,0.8311625,0.18492985,0,0,
1442,spotted_salamander,salamander,0.95659834,0.044371605,0,0,
1443,spotted_salamander,salamander,0.95790863,0.043003082,0,0,
1444,spotted_salamander,salamander,0.3684787,0.9983721,0,0,
1445,spotted_salamander,salamander,0.9247627,0.07821846,0,0,
1446,spotted_salamander,salamander,0.6818941,0.38288116,0,0,
1447,spotted_salamander,salamander,0.06330914,2.7597256,0,0,
1448,spotted_salamander,salamander,0.18137322,1.7071981,0,0,
1449,spotted_salamander,salamander,0.010327873,4.572909,1,1,
1450,axolotl,salamander,0.9992899,0.00071048737,0,0,
1451,axolotl,salamander,0.9509731,0.050269127,0,0,
1452,axolotl,salamander,0.13339628,2.014431,0,0,
1453,axolotl,salamander,0.99679357,0.003211975,0,0,
1454,axolotl,salamander,0.99741983,0.0025835037,0,0,
1455,axolotl,salamander,0.07472807,2.5938997,0,0,
1456,axolotl,salamander,0.99351466,0.00650692,0,0,
1457,axolotl,salamander,0.9946497,0.005364418,0,0,
1458,axolotl,salamander,0.70256495,0.3530178,0,0,
1459,axolotl,salamander,0.9915475,0.008488655,0,0,
1460,axolotl,salamander,0.97094697,0.029483795,0,0,
1461,axolotl,salamander,0.19435722,1.6380577,0,0,
1462,axolotl,salamander,0.9162454,0.08747101,0,0,
1463,axolotl,salamander,0.01437225,4.2424555,0,0,
1464,axolotl,salamander,0.7990392,0.2243452,0,0,
1465,axolotl,salamander,0.99887604,0.0011253357,0,0,
1466,axolotl,salamander,0.98951787,0.0105371475,0,0,
1467,axolotl,salamander,0.82176995,0.19629478,0,0,
1468,axolotl,salamander,0.5189228,0.65600014,0,0,
1469,axolotl,salamander,0.15114184,1.8895369,0,0,
1470,axolotl,salamander,0.9870258,0.013058662,0,0,
1471,axolotl,salamander,0.48790458,0.71763515,0,0,
1472,axolotl,salamander,0.9930628,0.0069618225,0,0,
1473,axolotl,salamander,0.9722276,0.028165817,0,0,
1474,axolotl,salamander,0.8940765,0.111964226,0,0,
1475,axolotl,salamander,0.8518868,0.16030121,0,0,
1476,axolotl,salamander,0.9532523,0.047875404,0,0,
1477,axolotl,salamander,0.9958248,0.004183769,0,0,
1478,axolotl,salamander,0.85400563,0.15781784,0,0,
1479,axolotl,salamander,0.9742721,0.026064873,0,0,
1480,axolotl,salamander,0.7715389,0.25936794,0,0,
1481,axolotl,salamander,0.9874129,0.012666702,0,0,
1482,axolotl,salamander,0.9956119,0.0043973923,0,0,
1483,axolotl,salamander,0.09746029,2.32831,0,0,
1484,axolotl,salamander,0.9967692,0.003235817,0,0,
1485,axolotl,salamander,0.87464505,0.13393688,0,0,
1486,axolotl,salamander,0.9107604,0.09347534,0,0,
1487,axolotl,salamander,0.7512281,0.28604603,0,0,
1488,axolotl,salamander,0.9966158,0.0033893585,0,0,
1489,axolotl,salamander,0.5869067,0.53288937,0,0,
1490,axolotl,salamander,0.061218996,2.7932978,0,0,
1491,axolotl,salamander,0.99619955,0.0038080215,0,0,
1492,axolotl,salamander,0.922619,0.08053875,0,0,
1493,axolotl,salamander,0.00079121743,7.141938,0,0,
1494,axolotl,salamander,0.0015732306,6.454624,0,0,
1495,axolotl,salamander,0.49451476,0.70417786,0,0,
1496,axolotl,salamander,0.67662114,0.39064407,0,0,
1497,axolotl,salamander,0.99734664,0.0026569366,0,0,
1498,axolotl,salamander,0.31572154,1.152895,0,0,
1499,axolotl,salamander,0.33104423,1.1055031,0,0,
1500,bullfrog,frog,0.3877981,0.9472704,0,0,
1501,bullfrog,frog,0.8786365,0.12938404,0,0,
1502,bullfrog,frog,0.39847055,0.92012215,0,0,
1503,bullfrog,frog,0.00014840659,8.815555,0,0,
1504,bullfrog,frog,0.90316135,0.101854324,0,0,
1505,bullfrog,frog,0.19849482,1.6169925,0,0,
1506,bullfrog,frog,0.005137387,5.2712107,0,0,
1507,bullfrog,frog,0.26759487,1.3182812,0,0,
1508,bullfrog,frog,0.98134595,0.0188303,0,0,
1509,bullfrog,frog,0.9542874,0.046790123,0,0,
1510,bullfrog,frog,0.47788578,0.7383833,0,0,
1511,bullfrog,frog,0.9436098,0.058042526,0,0,
1512,bullfrog,frog,0.004923582,5.313719,0,0,
1513,bullfrog,frog,0.5796001,0.54541683,0,0,
